cnpj,razao_social,nome_fantasia,logradouro,numero,complemento,bairro,cidade,uf,dados_cbo
21067383000195,BICALHO ASSESSORIA MEDICA LTDA,BICALHO MEDICINA AMBULATORIAL,RUA PROFESSOR CHAFI AYUB JACOB ,,"Nº 114, SALA 02",MORADA DA COLINA,UBERLÂNDIA,MG,"{""223710"": {""profissao"": ""Nutricionista"", ""especialidades"": []}, ""225115"": {""profissao"": ""Médico"", ""especialidades"": [""angiologista""]}, ""225125"": {""profissao"": ""Médico"", ""especialidades"": [""clínico""]}, ""225133"": {""profissao"": ""Médico"", ""especialidades"": [""psiquiatra""]}, ""225135"": {""profissao"": ""Médico"", ""especialidades"": [""dermatologista""]}, ""225155"": {""profissao"": ""Médico"", ""especialidades"": [""endocrinologista e metabologista""]}, ""225195"": {""profissao"": ""Médico"", ""especialidades"": [""homeopata""]}, ""225250"": {""profissao"": ""Médico"", ""especialidades"": [""ginecologista e obstetra""]}, ""225265"": {""profissao"": ""Médico"", ""especialidades"": [""oftalmologista""]}, ""225270"": {""profissao"": ""Médico"", ""especialidades"": [""ortopedista e traumatologista""]}, ""251510"": {""profissao"": ""Psicólogo"", ""especialidades"": [""clínico""]}}"
21071428000103,CLINICA INFANTIL BRANCA DE NEVE,CLINICA INFANTIL BRANCA DE NEVE LTDA,R,,N 40 A,CENTRO,TIMOTEO,MG,"{""225135"": {""profissao"": ""Médico"", ""especialidades"": [""dermatologista""]}, ""225275"": {""profissao"": ""Médico"", ""especialidades"": [""otorrinolaringologista""]}}"
21075254000149,CENTRO RADIOLOGICO DE CARATINGA LTDA,CENTRO RADIOLOGICO DE CARATINGA LTDA,R,,,CENTRO,CARATINGA,MG,"{""225320"": {""profissao"": ""Médico"", ""especialidades"": [""radiologia e diagnóstico por imagem""]}}"
21123138000158,RADIOLOGICA SANTA RITA LTDA,CLINICA RADIOLOGICA SANTA RITA LTDA,AV,,N 1045,JARDIM INDUSTRIAL,CONTAGEM,MG,"{""225320"": {""profissao"": ""Médico"", ""especialidades"": [""radiologia e diagnóstico por imagem""]}}"
21128244000124,LABORATÓRIO LAPECCO LTDA,LABORATORIO LAPECCO LTDA,RUA JACUÍ - DE 1058 A 1806 - LADO PAR,,Nº 1204,GRAÇA,BELO HORIZONTE,MG,
21135652000103,NOT NUCLEO DE ORTOPEDIA E TRAUMATOLOGIA LTDA,NOT,"RUA DOS AIMORES, 2125                   ",,,LOURDES             ,BELO HORIZONTE,MG,"{""225270"": {""profissao"": ""Médico"", ""especialidades"": [""ortopedista e traumatologista""]}, ""225295"": {""profissao"": ""Médico"", ""especialidades"": [""cirurgião da mão""]}, ""225320"": {""profissao"": ""Médico"", ""especialidades"": [""radiologia e diagnóstico por imagem""]}}"
21177373000102,CLINICA DR EVANDRO RIBEIRO DE OLIVEIRA LTDA,HOSPITAL EVANDRO RIBEIRO,RUA CATARINA DE CASTRO ,,Nº 75,MORRO DA GLÓRIA,JUIZ DE FORA,MG,"{""225127"": {""profissao"": ""Médico"", ""especialidades"": [""pneumologista""]}, ""225275"": {""profissao"": ""Médico"", ""especialidades"": [""otorrinolaringologista""]}}"
21177977000159,CINDI-CENTRO DE INVESTIGACOES DIAGNOSTICAS LTDA,CINDI-CENTRO INVESTIGACOES DIAGNOSTICAS LTDA,RUA REI ALBERTO ,,Nº 183,CENTRO,JUIZ DE FORA,MG,"{""225120"": {""profissao"": ""Médico"", ""especialidades"": [""cardiologista""]}, ""225151"": {""profissao"": ""Médico"", ""especialidades"": [""anestesiologista""]}, ""225320"": {""profissao"": ""Médico"", ""especialidades"": [""radiologia e diagnóstico por imagem""]}}"
21178470000110,CARDIOCLIN-DERMACLIN LTDA,CARDIOCLIN-DERMACLIN LTDA,RUA PROFESSOR BENJAMIM COLUCCI ,,N°50.,ALTO DOS PASSOS,JUIZ DE FORA,MG,
21188651000127,FISIOLABOR CLINICA DE FISIOTERAPIA LTDA,FISIOLABOR,R GABRIEL A JUNQUEIRA,,241,CENTRO,LEOPOLDINA,MG,"{""225310"": {""profissao"": ""Médico"", ""especialidades"": [""endoscopia""]}}"
21188727000114,CLINICA DE FISIOTERAPIA E REABILITACAO LTDA,CLINICA DE FISIOTERAPIA E REABILITACAO LTDA - ME,Rua Tenente Luiz Ribeiro                ,,Nº238,Vila Domingos Lopes ,CATAGUASES,MG,"{""225310"": {""profissao"": ""Médico"", ""especialidades"": [""endoscopia""]}}"
21195698000118,CENTRO DE DIAGNOSTICO CLAUDIO RAMOS LTDA,CEDIMAGEM,RUA PROFESSOR BENJAMIM COLUCCI,,N 150 1/2/3/6 ANDARES,ALTO DOS PASSOS,JUIZ DE FORA,MG,"{""225305"": {""profissao"": ""Médico"", ""especialidades"": [""citopatologista""]}, ""225320"": {""profissao"": ""Médico"", ""especialidades"": [""radiologia e diagnóstico por imagem""]}, ""225335"": {""profissao"": ""Médico"", ""especialidades"": [""patologista clínico / medicina laboratorial""]}, ""251510"": {""profissao"": ""Psicólogo"", ""especialidades"": [""clínico""]}}"
21241147604,NILO CELSO DE ANDRADE,NILO CELSO DE ANDRADE,RUA FRANCISCO SALES ,,Nº 186 - SALA 04 / 1º ANDAR,OSVALDO REZENDE,UBERLÂNDIA,MG,"{""225265"": {""profissao"": ""Médico"", ""especialidades"": [""oftalmologista""]}}"
21243399000101,PRO-IMAGEM DIAGNOSTICO POR IMAGEM LTDA,PRO IMAGEM DIAGNOSTICO POR IMAGEM S/S LTDA,AVENIDA JOÃO PINHEIRO - DE 620/621 A 114,,Nº 847,CENTRO,UBERLÂNDIA,MG,"{""225125"": {""profissao"": ""Médico"", ""especialidades"": [""clínico""]}, ""225320"": {""profissao"": ""Médico"", ""especialidades"": [""radiologia e diagnóstico por imagem""]}}"
21274139000101,PAULA & GUIMARAES LTDA.,LABORATORIO DE ANALISES CLINICAS CARLOS CHAGAS,RUA DR. BALBINO DA CUNHA                ,,N 20,CENTRO              ,SAO JOAO DEL REI,MG,"{""225305"": {""profissao"": ""Médico"", ""especialidades"": [""citopatologista""]}, ""225335"": {""profissao"": ""Médico"", ""especialidades"": [""patologista clínico / medicina laboratorial""]}}"
21274154000141,CLINICA SAO LUCAS LTDA,CLINICA SAO LUCAS LTDA,RUA CARLOS HENRIQUE,,N 46,MATOZINHOS,SÃO JOÃO DEL REI,MG,"{""223710"": {""profissao"": ""Nutricionista"", ""especialidades"": []}, ""225112"": {""profissao"": ""Médico"", ""especialidades"": [""neurologista""]}, ""225115"": {""profissao"": ""Médico"", ""especialidades"": [""angiologista""]}, ""225120"": {""profissao"": ""Médico"", ""especialidades"": [""cardiologista""]}, ""225124"": {""profissao"": ""Médico"", ""especialidades"": [""pediatra""]}, ""225125"": {""profissao"": ""Médico"", ""especialidades"": [""clínico""]}, ""225127"": {""profissao"": ""Médico"", ""especialidades"": [""pneumologista""]}, ""225133"": {""profissao"": ""Médico"", ""especialidades"": [""psiquiatra""]}, ""225135"": {""profissao"": ""Médico"", ""especialidades"": [""dermatologista""]}, ""225136"": {""profissao"": ""Médico"", ""especialidades"": [""reumatologista""]}, ""225151"": {""profissao"": ""Médico"", ""especialidades"": [""anestesiologista""]}, ""225155"": {""profissao"": ""Médico"", ""especialidades"": [""endocrinologista e metabologista""]}, ""225165"": {""profissao"": ""Médico"", ""especialidades"": [""gastroenterologista""]}, ""225180"": {""profissao"": ""Médico"", ""especialidades"": [""geriatra""]}, ""225235"": {""profissao"": ""Médico"", ""especialidades"": [""cirurgião plástico""]}, ""225250"": {""profissao"": ""Médico"", ""especialidades"": [""ginecologista e obstetra""]}, ""225255"": {""profissao"": ""Médico"", ""especialidades"": [""mastologista""]}, ""225260"": {""profissao"": ""Médico"", ""especialidades"": [""neurocirurgião""]}, ""225265"": {""profissao"": ""Médico"", ""especialidades"": [""oftalmologista""]}, ""225270"": {""profissao"": ""Médico"", ""especialidades"": [""ortopedista e traumatologista""]}, ""225275"": {""profissao"": ""Médico"", ""especialidades"": [""otorrinolaringologista""]}, ""225280"": {""profissao"": ""Médico"", ""especialidades"": [""coloproctologista""]}, ""225285"": {""profissao"": ""Médico"", ""especialidades"": [""urologista""]}, ""225305"": {""profissao"": ""Médico"", ""especialidades"": [""citopatologista""]}, ""225310"": {""profissao"": ""Médico"", ""especialidades"": [""endoscopia""]}, ""225320"": {""profissao"": ""Médico"", ""especialidades"": [""radiologia e diagnóstico por imagem""]}, ""225335"": {""profissao"": ""Médico"", ""especialidades"": [""patologista clínico / medicina laboratorial""]}, ""251510"": {""profissao"": ""Psicólogo"", ""especialidades"": [""clínico""]}}"
21357629000163,JOAO ROBERTO GOMES OLIVEIRA - CPF 665.010.836-72,LABORATORIO DE ANALISES CLINICAS HEMOJAN,RUA PROFESSOR MANUEL AMBROSIO,,Nº 535,JANUÁRIA,JANUÁRIA,MG,"{""225335"": {""profissao"": ""Médico"", ""especialidades"": [""patologista clínico / medicina laboratorial""]}}"
21365192000100,LABORATORIO SANTA HELENA S/C LTDA,LABORATORIO SANTA HELENA,AVENIDA,,N°57 - FUNDOS,CENTRO,BOCAIÚVA,MG,"{""225335"": {""profissao"": ""Médico"", ""especialidades"": [""patologista clínico / medicina laboratorial""]}}"
21385943000150,LABORATORIO BIOANALISES P. DE CALDAS LTDA,BIOANALISES LABORATORIO DE ANALISES CLINICAS,R Paraíba - de 538/539 ao fim           ,,N 376,Centro              ,POCOS DE CALDAS,MG,"{""225335"": {""profissao"": ""Médico"", ""especialidades"": [""patologista clínico / medicina laboratorial""]}}"
21390591000120,FOCOS EXCELENCIA EM OFTALMOLOGIA LTDA,FOCOS EXCELENCIA EM OFTALMOLOGIA,RUA PEDRO BONÉSIO ,,110,CENTRO,TRÊS CORAÇÕES,MG,"{""225265"": {""profissao"": ""Médico"", ""especialidades"": [""oftalmologista""]}}"
21433486000121,CIJ - CENTRO DE IMAGENS JANAUBA LTDA,CIJ,R BR DO GORUTUBA,,,CENTRO,JANAÚBA,MG,"{""225275"": {""profissao"": ""Médico"", ""especialidades"": [""otorrinolaringologista""]}, ""225320"": {""profissao"": ""Médico"", ""especialidades"": [""radiologia e diagnóstico por imagem""]}}"
21433693000186,LABORATORIO DE ANALISES CLINICAS LANDRE E DIOGO LTDA,LAB. DE ANALISES CLINICAS SANTA MONICA E LAB. ALFENAS,RUA MARTINS ALFENAS                     ,,1648,CENTRO              ,ALFENAS,MG,"{""225305"": {""profissao"": ""Médico"", ""especialidades"": [""citopatologista""]}, ""225335"": {""profissao"": ""Médico"", ""especialidades"": [""patologista clínico / medicina laboratorial""]}}"
21455582000170,CARDIOLAB - LABORATORIO DE ANALISES CLINICAS LTDA,CARDIOLAB,R,,Nº 382 - 1º ANDAR,FUNCIONARIOS,SALINAS,MG,"{""225335"": {""profissao"": ""Médico"", ""especialidades"": [""patologista clínico / medicina laboratorial""]}}"
21489869000111,LABORATORIO DE ANALISES RUBENS TOLEDO DE CARVALHO LTDA,LAB. ANALISES  RUBENS TOLEDO DE CARVALHO LTDA,R: TREZE DE MAIO,,"N 217, TERREO",CENTRO,SANTOS DUMONT,MG,"{""225305"": {""profissao"": ""Médico"", ""especialidades"": [""citopatologista""]}, ""225335"": {""profissao"": ""Médico"", ""especialidades"": [""patologista clínico / medicina laboratorial""]}}"
21506038000100,AUGE CENTRO DE INFUSOES E ATENDIMENTO MEDICO,AUGE INFUSOES,RUA CLÁUDIO MANOEL - ATÉ 399/400,,36 SL 501,FUNCIONÁRIOS,BELO HORIZONTE,MG,"{""225124"": {""profissao"": ""Médico"", ""especialidades"": [""pediatra""]}, ""225125"": {""profissao"": ""Médico"", ""especialidades"": [""clínico""]}, ""225180"": {""profissao"": ""Médico"", ""especialidades"": [""geriatra""]}}"
21509666000140,GASTREN CLINICA DE GASTRENTEROLOGIA E ENDOSC DIGET LTDA,GASTREN,AVENIDA BRASIL - ATÉ 980 - LADO PAR,,"N 691, CONJ. 801",SANTA EFIGÊNIA,BELO HORIZONTE,MG,"{""225125"": {""profissao"": ""Médico"", ""especialidades"": [""clínico""]}, ""225165"": {""profissao"": ""Médico"", ""especialidades"": [""gastroenterologista""]}, ""225310"": {""profissao"": ""Médico"", ""especialidades"": [""endoscopia""]}}"
21515556000190,LABORATORIO TAFURI DE PATOLOGIA LIMITADA,LAB. TAFURI DE PATOLOGIA LTDA,R S PAULO - DE 471/472 A 869/870,,N 893 SALA 1009,CENTRO,BELO HORIZONTE,MG,"{""225305"": {""profissao"": ""Médico"", ""especialidades"": [""citopatologista""]}, ""225335"": {""profissao"": ""Médico"", ""especialidades"": [""patologista clínico / medicina laboratorial""]}}"
21515754000154,LABORATORIO OSWALDO CRUZ EIRELI,LABORATORIO OSWALDO CRUZ EIRELI,AVENIDA AFONSO PENA - DE 656 A 1350 - LA,,"N 952 , SALAS 515/521",CENTRO,BELO HORIZONTE,MG,"{""225335"": {""profissao"": ""Médico"", ""especialidades"": [""patologista clínico / medicina laboratorial""]}}"
21516281000100,PATOLOGIA CLINICA DR GERALDO LUSTOSA CABRAL LTDA,LABORATORIO GERALDO LUSTOSA,R DOS CARIJÓS - ATÉ 349/350,,N 150 / 8º ANDAR,CENTRO,BELO HORIZONTE,MG,"{""225305"": {""profissao"": ""Médico"", ""especialidades"": [""citopatologista""]}, ""225335"": {""profissao"": ""Médico"", ""especialidades"": [""patologista clínico / medicina laboratorial""]}}"
21518679000185,CENTRO DIAGNOSTICO CARDIOLOGICO BH LTDA,CENTRO DE DIAGNOSTICO CARDIOLOGICO,AVENIDA CARANDAI,,LOJA 1,FUNCIONARIOS,BELO HORIZONTE,MG,
21580956000180,LABORATORIO CORTES VILLELA LTDA.,CORTES VILLELA,AVENIDA BARÃO DO RIO BRANCO - DE 2202 A ,,Nº 2891 ,CENTRO,JUIZ DE FORA,MG,"{""225305"": {""profissao"": ""Médico"", ""especialidades"": [""citopatologista""]}, ""225335"": {""profissao"": ""Médico"", ""especialidades"": [""patologista clínico / medicina laboratorial""]}}"
21592746000101,INSTITUTO DE FISIATRIA CLINICA E REABILITACAO LTDA,FISIOTREL,RUA SAMPAIO ,,389,GRANBERY,JUIZ DE FORA,MG,"{""225310"": {""profissao"": ""Médico"", ""especialidades"": [""endoscopia""]}, ""225320"": {""profissao"": ""Médico"", ""especialidades"": [""radiologia e diagnóstico por imagem""]}, ""225335"": {""profissao"": ""Médico"", ""especialidades"": [""patologista clínico / medicina laboratorial""]}}"
21603129000164,LARA C.S LOPES SERVICOS MEDICOS LTDA,LARA C.S LOPES SERVIÇOS MEDICOS,AV,,2721 SALA 704,CENTRO,JUIZ DE FORA,MG,"{""225155"": {""profissao"": ""Médico"", ""especialidades"": [""endocrinologista e metabologista""]}}"
21606611000158,CM SERVICOS DE PSICOLOGIA LTDA,CM SERVICOS DE PSICOLOGIA,RUA DOUTOR PEDRO LUIZ ,,Nº 210 SALA 702/703,CENTRO,SETE LAGOAS,MG,"{""223236"": {""profissao"": ""Cirurgião"", ""especialidades"": [""dentista - odontopediatra""]}, ""223905"": {""profissao"": ""Terapeuta"", ""especialidades"": [""ocupacional""]}, ""225133"": {""profissao"": ""Médico"", ""especialidades"": [""psiquiatra""]}, ""251510"": {""profissao"": ""Psicólogo"", ""especialidades"": [""clínico""]}}"
21610928000168,CEMEDI CENTRO DE MEDICINA DIAGNOSTICA POR IMAGEM EIRELI,CEMEDI CENTRO DE MED. DIAG. POR IMAGEM EIRELI,"AV RENATO AZEREDO, 2319                 ",,1 ANDAR,CHACARA DO PAIVA    ,SETE LAGOAS,MG,"{""225136"": {""profissao"": ""Médico"", ""especialidades"": [""reumatologista""]}, ""225320"": {""profissao"": ""Médico"", ""especialidades"": [""radiologia e diagnóstico por imagem""]}}"
21693445000174,SERMIG SERV. RADIOLOGIA E ULTRA-SONOGRAFIA DE MINAS GERAIS LTDA,SERMIG-SERVICO DE RADIOLOGIA DE MINAS GERAIS,RUA DOS OTONI                           ,,N 711,SAO LUCAS           ,BELO HORIZONTE,MG,"{""225125"": {""profissao"": ""Médico"", ""especialidades"": [""clínico""]}, ""225320"": {""profissao"": ""Médico"", ""especialidades"": [""radiologia e diagnóstico por imagem""]}}"
21733187000102,CLINICA CENTRA SAUDE INTEGRADA,CLINICA CENTRA,RUA INCONFIDÊNCIA - DE 150/151 AO FIM,,N°488 SALA 301,CENTRO,BETIM,MG,"{""223710"": {""profissao"": ""Nutricionista"", ""especialidades"": []}, ""223810"": {""profissao"": ""Fonoaudiólogo"", ""especialidades"": [""geral""]}, ""223905"": {""profissao"": ""Terapeuta"", ""especialidades"": [""ocupacional""]}, ""225103"": {""profissao"": ""Médico"", ""especialidades"": [""infectologista""]}, ""225112"": {""profissao"": ""Médico"", ""especialidades"": [""neurologista""]}, ""225120"": {""profissao"": ""Médico"", ""especialidades"": [""cardiologista""]}, ""225124"": {""profissao"": ""Médico"", ""especialidades"": [""pediatra""]}, ""225125"": {""profissao"": ""Médico"", ""especialidades"": [""clínico""]}, ""225127"": {""profissao"": ""Médico"", ""especialidades"": [""pneumologista""]}, ""225133"": {""profissao"": ""Médico"", ""especialidades"": [""psiquiatra""]}, ""225136"": {""profissao"": ""Médico"", ""especialidades"": [""reumatologista""]}, ""225155"": {""profissao"": ""Médico"", ""especialidades"": [""endocrinologista e metabologista""]}, ""225165"": {""profissao"": ""Médico"", ""especialidades"": [""gastroenterologista""]}, ""225175"": {""profissao"": ""Médico"", ""especialidades"": [""geneticista""]}, ""251510"": {""profissao"": ""Psicólogo"", ""especialidades"": [""clínico""]}}"
21744550000195,GESTAR GINECOLOGIA E OBSTETRICIA LTDA,GESTAR SAUDE DA MULHER,AV FR PAULINO,,Nº 364 - SALA 1113,N SRA ABADIA,UBERABA,MG,
21755343000136,LAB-CLIN LABORATORIO CLINICO DE ITAJUBA LTDA,LABCLIN LABORATORIO CLINICO DE ITAJUBA LTDA,RUA,,N 91,MORRO CHIC,ITAJUBA,MG,"{""225305"": {""profissao"": ""Médico"", ""especialidades"": [""citopatologista""]}, ""225335"": {""profissao"": ""Médico"", ""especialidades"": [""patologista clínico / medicina laboratorial""]}}"
21795296000154,GUADALUPE CLINICA MEDICA POPULAR - EIRELI,CLINICA GUADALUPE,AV:,,Nº 903,ALIPIO DE MELO,BELO HORIZONTE,MG,"{""223710"": {""profissao"": ""Nutricionista"", ""especialidades"": []}, ""223810"": {""profissao"": ""Fonoaudiólogo"", ""especialidades"": [""geral""]}, ""225115"": {""profissao"": ""Médico"", ""especialidades"": [""angiologista""]}, ""225120"": {""profissao"": ""Médico"", ""especialidades"": [""cardiologista""]}, ""225124"": {""profissao"": ""Médico"", ""especialidades"": [""pediatra""]}, ""225125"": {""profissao"": ""Médico"", ""especialidades"": [""clínico""]}, ""225127"": {""profissao"": ""Médico"", ""especialidades"": [""pneumologista""]}, ""225133"": {""profissao"": ""Médico"", ""especialidades"": [""psiquiatra""]}, ""225135"": {""profissao"": ""Médico"", ""especialidades"": [""dermatologista""]}, ""225155"": {""profissao"": ""Médico"", ""especialidades"": [""endocrinologista e metabologista""]}, ""225180"": {""profissao"": ""Médico"", ""especialidades"": [""geriatra""]}, ""225250"": {""profissao"": ""Médico"", ""especialidades"": [""ginecologista e obstetra""]}, ""225255"": {""profissao"": ""Médico"", ""especialidades"": [""mastologista""]}, ""225260"": {""profissao"": ""Médico"", ""especialidades"": [""neurocirurgião""]}, ""225270"": {""profissao"": ""Médico"", ""especialidades"": [""ortopedista e traumatologista""]}, ""225275"": {""profissao"": ""Médico"", ""especialidades"": [""otorrinolaringologista""]}, ""225285"": {""profissao"": ""Médico"", ""especialidades"": [""urologista""]}}"
21830104000101,LAC JOSE AMARO LTDA,L. A. C. JOSE AMARO LTDA,RUA,,N 39,CENTRO,CARANGOLA,MG,"{""225335"": {""profissao"": ""Médico"", ""especialidades"": [""patologista clínico / medicina laboratorial""]}}"
21839519000561,UNIMED CONSELHEIRO LAFAIETE COOPERATIVA DE TRABALHO MEDICO LTDA,PRONTO ATENDIMENTO UNIMED,R: SAO JOSE,,N°110,SAO SEBASTIAO,CONSELHEIRO LAFAIETE,MG,"{""225118"": {""profissao"": ""Médico"", ""especialidades"": [""nutrologista""]}, ""225120"": {""profissao"": ""Médico"", ""especialidades"": [""cardiologista""]}, ""225124"": {""profissao"": ""Médico"", ""especialidades"": [""pediatra""]}, ""225125"": {""profissao"": ""Médico"", ""especialidades"": [""clínico""]}, ""225135"": {""profissao"": ""Médico"", ""especialidades"": [""dermatologista""]}, ""225265"": {""profissao"": ""Médico"", ""especialidades"": [""oftalmologista""]}, ""225270"": {""profissao"": ""Médico"", ""especialidades"": [""ortopedista e traumatologista""]}, ""225285"": {""profissao"": ""Médico"", ""especialidades"": [""urologista""]}, ""225295"": {""profissao"": ""Médico"", ""especialidades"": [""cirurgião da mão""]}, ""225320"": {""profissao"": ""Médico"", ""especialidades"": [""radiologia e diagnóstico por imagem""]}}"
21850243000199,MAGNESCAN DIAGNOSTICO POR IMAGEM LTDA,MAGNESCAN DIAGNOSTICO POR IMAGEM LTDA,RUA DOUTOR CONSTANTINO PALETA,,N 129,CENTRO,JUIZ DE FORA,MG,"{""225310"": {""profissao"": ""Médico"", ""especialidades"": [""endoscopia""]}}"
21868124000163,REABILIT CLINICA DE REABILITACAO CARDIACA LTDA,REABILIT-CARDIO,R,,,CENTRO,MURIAE,MG,"{""225310"": {""profissao"": ""Médico"", ""especialidades"": [""endoscopia""]}}"
21902782000124,ULTRA MEDICINA ESPECIALIZADA LTDA,CENTERMED DIAGNOSTICOS,RUA DO FOGO,,400 SALAS 06 E 07,CENTRO,DIAMANTINA,MG,"{""251510"": {""profissao"": ""Psicólogo"", ""especialidades"": [""clínico""]}}"
21946256000166,CEU CENTRO ESPECIALIZADO EM ULTRASSONOGRAFIA LTDA,CEU DIAGNOSTICOS,AV FRANCISCO SALES - DE 1300 A 1748 - LA,,N°1656  LOJA 05,STA EFIGÊNIA        ,BELO HORIZONTE,MG,"{""225120"": {""profissao"": ""Médico"", ""especialidades"": [""cardiologista""]}, ""225250"": {""profissao"": ""Médico"", ""especialidades"": [""ginecologista e obstetra""]}}"
21967407000162,CLINICA VISAO LTDA,CLINICA VISAO,"AVENIDA BARÃO DO RIO BRANCO, 2406, EDIFÍ",,Nº 2406 - SALA 106,CENTRO,JUIZ DE FORA,MG,"{""225265"": {""profissao"": ""Médico"", ""especialidades"": [""oftalmologista""]}}"
21970182000101,ALICE SERVICOS MEDICOS LTDA,CONSULTORIO DE ESPECIALIDADES MEDICAS,AV: PRESIDENTE GETULIO VARGAS,,Nº 99  - SALA 105,CENTRO,CONGONHAS,MG,"{""225265"": {""profissao"": ""Médico"", ""especialidades"": [""oftalmologista""]}, ""225270"": {""profissao"": ""Médico"", ""especialidades"": [""ortopedista e traumatologista""]}}"
22010987000168,PAULA & BONFIM LTDA,PAULA E BONFIM LTDA,RUA,,N 70 SALA 07,CENTRO,MURIAE,MG,"{""225335"": {""profissao"": ""Médico"", ""especialidades"": [""patologista clínico / medicina laboratorial""]}}"
22077499000178,JOSE ALAIR COUTO LABORATORIO DE ANALISES CLINICAS LTDA.,JOSE ALAIR COUTO LABORATORIO DE ANALISES CLINICAS LTDA,R CHAGAS DÓRIA,,635,CENTRO,LAVRAS,MG,"{""225335"": {""profissao"": ""Médico"", ""especialidades"": [""patologista clínico / medicina laboratorial""]}}"
22085138000173,SONIMAGEM LTDA,CLÍNICA SONIMAGEM,R,,N 689,CENTRO,TEOFILO OTONI,MG,
22196951000110,FISIOCLARA CLINICA DE FISIOTERAPIA LTDA,RENOVA,AV,,N 400,CENTRO,NOVA LIMA,MG,"{""225310"": {""profissao"": ""Médico"", ""especialidades"": [""endoscopia""]}}"
22224968000134,CENTRO TOMOGRAFIA COMPUTADORIZADA UBERLANDIA SS LTDA,CENTRO TOMOGRAFIA COMPUT. UBERLANDIA LTDA,AVENIDA BELO HORIZONTE - DE 1000/1001 AO,,Nº 937,OSVALDO REZENDE,UBERLÂNDIA,MG,"{""225250"": {""profissao"": ""Médico"", ""especialidades"": [""ginecologista e obstetra""]}, ""225320"": {""profissao"": ""Médico"", ""especialidades"": [""radiologia e diagnóstico por imagem""]}}"
22236633000136,ALESSANDRA REZENDE DE OLIVEIRA,FISIO A,AV                                      ,,68,MEDICINA            ,POUSO ALEGRE,MG,"{""225310"": {""profissao"": ""Médico"", ""especialidades"": [""endoscopia""]}}"
22237309000132,BIO RIM,BIO RIM,AVENIDA TRÊS ,,Nº 196,CENTRO,ITUIUTABA,MG,
22240279000113,CENTRO CARDIOLOGICO DE ARAGUARI LTDA,CENTRO CARDIOLOGICO DE ARAGUARI S/C  LTDA,R,,210,CENTRO,ARAGUARI,MG,"{""225120"": {""profissao"": ""Médico"", ""especialidades"": [""cardiologista""]}, ""225125"": {""profissao"": ""Médico"", ""especialidades"": [""clínico""]}, ""225250"": {""profissao"": ""Médico"", ""especialidades"": [""ginecologista e obstetra""]}}"
22261775000153,ELEMENTAR NUTRICAO SAUDE E EMAGRECIMENTO LTDA,ELEMENTAR SAUDE,RUA PROFESSOR MÁRIO PORTO ,,Nº 455,LÍDICE,UBERLÂNDIA,MG,"{""223710"": {""profissao"": ""Nutricionista"", ""especialidades"": []}, ""225115"": {""profissao"": ""Médico"", ""especialidades"": [""angiologista""]}, ""225125"": {""profissao"": ""Médico"", ""especialidades"": [""clínico""]}, ""225133"": {""profissao"": ""Médico"", ""especialidades"": [""psiquiatra""]}, ""225135"": {""profissao"": ""Médico"", ""especialidades"": [""dermatologista""]}, ""225136"": {""profissao"": ""Médico"", ""especialidades"": [""reumatologista""]}, ""225155"": {""profissao"": ""Médico"", ""especialidades"": [""endocrinologista e metabologista""]}, ""225235"": {""profissao"": ""Médico"", ""especialidades"": [""cirurgião plástico""]}, ""225250"": {""profissao"": ""Médico"", ""especialidades"": [""ginecologista e obstetra""]}, ""225255"": {""profissao"": ""Médico"", ""especialidades"": [""mastologista""]}, ""225270"": {""profissao"": ""Médico"", ""especialidades"": [""ortopedista e traumatologista""]}, ""225285"": {""profissao"": ""Médico"", ""especialidades"": [""urologista""]}, ""225310"": {""profissao"": ""Médico"", ""especialidades"": [""endoscopia""]}, ""251510"": {""profissao"": ""Psicólogo"", ""especialidades"": [""clínico""]}}"
22276360000153,CLINICA CARDIOLOGICA CAZARIN & CAZARIN LTDA,CLINICA CARDIOLOGICA CAZARIN E CAZARIN LTDA,R,,N 05 - SALA 01,PRACA DA BANDEIRA,ALÉM PARAÍBA,MG,"{""225120"": {""profissao"": ""Médico"", ""especialidades"": [""cardiologista""]}}"
22405807000147,LABORATORIO LABHEL LTDA,LABORATORIO LABHEL,R,,N 500 A,CENTRO,GOVERNADOR VALADARES,MG,"{""225335"": {""profissao"": ""Médico"", ""especialidades"": [""patologista clínico / medicina laboratorial""]}}"
22423888000108,ACR CIRURGIA GERAL E BARIATRICA LTDA,BARIMED - CIRURGIA BARIATRICA,AVENIDA PRESIDENTE ANTÔNIO CARLOS - DE 1,,Nº 1694 - SALA 11 - TERREO,CACHOEIRINHA        ,BELO HORIZONTE,MG,"{""225125"": {""profissao"": ""Médico"", ""especialidades"": [""clínico""]}, ""225220"": {""profissao"": ""Médico"", ""especialidades"": [""cirurgião do aparelho digestivo""]}}"
