cnpj,razao_social,nome_fantasia,logradouro,numero,complemento,bairro,cidade,uf,telefone,email,latitude,longitude,endereco_completo
3071340320,LUIZ DIOGENES SALDANHA,LUIZ DIOGENES SALDANHA,RUA DOUTOR JOSÉ LOURENÇO - DE 771/772 A 1999/2000,,N° 831,ALDEOTA,FORTALEZA,CE,"8532461112, 8532461015","luisoftalmo@hotmail.com, cdhvasconcelos@gmail.com",-3.7358689,-38.5082201,"RUA DOUTOR JOSÉ LOURENÇO - DE 771/772 A 1999/2000, ALDEOTA, FORTALEZA, CE, Brasil"
3124805000135,COOPERATIVA DOS UROLOGISTAS DO CEARA,COOPEURO COOPERATIVA DOS UROLOGISTAS DO CEARA,AVENIDA DOM LUÍS - LADO ÍMPAR,,"Nº 300, SALA 1126",MEIRELES,FORTALEZA,CE,"8532649494, 8532649297","credenciamento@coopeuro.com.br, financeiro@coopeuro.com.br",-3.735121,-38.4914,"AVENIDA DOM LUÍS - LADO ÍMPAR, MEIRELES, FORTALEZA, CE, Brasil"
3132854387,LEONIDAS DA COSTA AZEVEDO,LEONIDAS DA COSTA AZEVEDO,R,,N. 1557,ALDEOTA,FORTALEZA,CE,8532442763,"clinicacirociarlini@hotmail.com, leonidascazevedo@hotmail.com",-3.7315364,-38.5103431,"R, ALDEOTA, FORTALEZA, CE, Brasil"
3156723000172,LABORATORIO SAO VICENTE DE PAULA LTDA,LABSAOVICENTE,"RUA FRANCISCO MACIEL, N° 1789",,N° 1789,CENTRO,ICÓ,CE,8835614099," labsaovicentepaula@hotmail.com, LABSAOVICENTEPAULA@HOTMAIL.COM",-6.401482604,-38.85989782,"RUA FRANCISCO MACIEL, N° 1789, CENTRO, ICÓ, CE, Brasil"
3172790000180,JW SERVICOS MEDICOS LTDA,BIOCLINICA,AV N (CJ PREFEITO JOSÉ WALTER),,2 ETAPA,PREF J WALTER,FORTALEZA,CE,8530332323,"contasmedicas@redebioclinica.med.br, contasmedicas@redebioclinica.med.br",-3.78332,-38.5889,"AV N (CJ PREFEITO JOSÉ WALTER), PREF J WALTER, FORTALEZA, CE, Brasil"
3182684000188,COOMTOCE-COOPERATIVA DE TRABALHO DOS MEDICOS TRAUMATOLOGISTAS E ORTOPEDISTA DO ESTADO DOCEARA LTDA,COOMTOCE,AVENIDA DESEMBARGADOR MOREIRA - DE 902 A 2120 - LADO PAR,,"Nº 2020, SALA 911",ALDEOTA,FORTALEZA,CE,"853051-1627, 859 8893-2408","gerencia@coomtoce.org.br, gerencia@coomtoce.org.br",-3.74292,-38.50069,"AVENIDA DESEMBARGADOR MOREIRA - DE 902 A 2120 - LADO PAR, ALDEOTA, FORTALEZA, CE, Brasil"
3274330353,EDSON MENEZES DA NOBREGA,EDSON MENEZES DA NOBREGA,RUA ANTÔNIO AUGUSTO - DE 911/912 A 2099/2100,,"Nº 1271, SALA 901",ALDEOTA,FORTALEZA,CE,"85999080130, 8532531585, 8530869719","kamila226@hotmail.com, kamila226@hotmail.com",-3.731959,-38.513863,"RUA ANTÔNIO AUGUSTO - DE 911/912 A 2099/2100, ALDEOTA, FORTALEZA, CE, Brasil"
3283690391,SEVERIANO TAVARES FILHO,SEVERIANO TAVARES FILHO,RUA PADRE LUÍS FIGUEIRA - ATÉ 229/230,,Nº176,CENTRO,FORTALEZA,CE,"8532531230, 8532268064",consultoriostf@gmail.com,-3.7321128,-38.5148665,"RUA PADRE LUÍS FIGUEIRA - ATÉ 229/230, CENTRO, FORTALEZA, CE, Brasil"
3334520200,MARIA EUNICE LOBATO VIEIRA,MARIA EUNICE LOBATO VIEIRA,AV,,N. 1976,C FUNCIONARIOS,FORTALEZA,CE,8532713130,eunice_lobato@yahoo.com.br,-3.7958918,-38.4971275,"AV, C FUNCIONARIOS, FORTALEZA, CE, Brasil"
3454941000193,COOPERATIVA DE OTORRINOLARINGOLOGIA DO ESTADO DO CEARA (COORLECE),COORLECE,AVENIDA DOM LUÍS - LADO ÍMPAR,,Nº 300 SALA 1005,MEIRELES,FORTALEZA,CE,"8532649729, 8532649397, 8532649729","gerencia@coorlece.com.br, coorlece@coorlece.com.br",-3.73247,-38.49947,"AVENIDA DOM LUÍS - LADO ÍMPAR, MEIRELES, FORTALEZA, CE, Brasil"
3488359000148,CINTIPRAXIS LTDA,CINTIPRAXIS LTDA,AVENIDA SANTOS DUMONT - DE 5001 A 5779 - LADO ÍMPAR,,"Nº 5753, LOJA 12,13 E 14",PAPICU,FORTALEZA,CE,8532621212,"rayane@cintipraxis.com.br, mariana@cintipraxis.com.br",-3.7435205,-38.4756343,"AVENIDA SANTOS DUMONT - DE 5001 A 5779 - LADO ÍMPAR, PAPICU, FORTALEZA, CE, Brasil"
3585732000189,CLINICA DE OLHOS DE SOBRAL LTDA - C.O.S.,CLINICA DE OLHOS DE SOBRAL LTDA - C.O.S.,AVENIDA SENADOR JOSÉ ERMÍRIO DE MORAES - LADO PAR,,Nº 86,ALTO DO CRISTO,SOBRAL,CE,"8836131133, 8836132384","admclinicadeolhosdesobral@gmail.com, cosclinicadeolhos@gmail.com",-3.691148138,-40.36063314,"AVENIDA SENADOR JOSÉ ERMÍRIO DE MORAES - LADO PAR, ALTO DO CRISTO, SOBRAL, CE, Brasil"
3677508304,ESTEFANIA MOTA ARARIPE PEREIRA,ESTEFANIA MOTA ARARIPE PEREIRA,RUA GILBERTO CÂMARA ,,835,ELLERY,FORTALEZA,CE,8532238823,"consultorioestefania@gmail.com, consultorioestefania@gmail.com",-3.7233353,-38.563074,"RUA GILBERTO CÂMARA , ELLERY, FORTALEZA, CE, Brasil"
3717515000103,CLINICA DE ORTOPEDIA DO CARIRI LTDA.,CLINICA DE ORTOP DO CARIRI LTDA,R,,50,SAO MIGUEL,CRATO,CE,"8835210752, 88999561694",clinica.abath@hotmail.com,-7.2327934,-39.4036574,"R, SAO MIGUEL, CRATO, CE, Brasil"
3884399000109,CEMOF - CENTRO MEDICO OFTALMOLOGICO LTDA,CEMOF OFTLASER VISIO,RUA MARCOS MACÊDO ,,"Nº 1333, SALA 306",ALDEOTA,FORTALEZA,CE,8540115678,"autorizacoes.cemof@gmail.com, cemofcontasmedicas@gmail.com",-3.734944,-38.49522,"RUA MARCOS MACÊDO , ALDEOTA, FORTALEZA, CE, Brasil"
3963412000115,HOSPITAL CAMPOS ELISIOS LTDA,HOSPITAL CAMPOS ELISIOS,AV,,315,CONJ.JEREISSATI II,MARACANAU,CE,"8533716993, 8533716162, 85989565357","administracao@hospitalcamposelisios.com.br, faturamento@hospitalcamposelisios.com.br",-3.8788457,-38.6206615,"AV, CONJ.JEREISSATI II, MARACANAU, CE, Brasil"
4029878000100,CLINICA FISIOTERAPICA REGADAS LTDA,FISIOCLINICA,R,,180,CENTRO,ACARAU,CE,"8836611991, 8899412875","fisioregadas@yahoo.com.br, fisioregadas@yahoo.com.br",-2.88248251332816,-40.1184560452301,"R, CENTRO, ACARAU, CE, Brasil"
4059510000195,KLAUS MAGNO FERNANDES DE CASTRO MEDEIROS,KLAUS MAGNO LABORATORIO CLINICO,R,,NR 160,CENTRO,ARACATI,CE,8834215519,"klausmagno@hotmail.com, fariaseurimar@gmail.com",-4.56189930241947,-37.7703777603272,"R, CENTRO, ARACATI, CE, Brasil"
4095391391,JOANA ENOY BEZERRA CABRAL,JOANA ENOY BEZERRA CABRAL,AVENIDA DOM LUÍS - LADO ÍMPAR,,"Nº 500, 12º ANDAR, SALA 1220",MEIRELES,FORTALEZA,CE,8534581231,"joanaenoy1@hotmail.com, joanaenoy1@hotmail.com",-3.7321084,-38.5008205,"AVENIDA DOM LUÍS - LADO ÍMPAR, MEIRELES, FORTALEZA, CE, Brasil"
4141436000151,CENTRO DE ARRITMIA DO CEARA S/S,CACE,AVENIDA DOM LUÍS - LADO ÍMPAR,,"Nº 1233, COMPL 812",MEIRELES,FORTALEZA,CE,"85991973160, 8531090280, 8534866316, 85991647195","lucimarfinanceirocace@gmail.com, lucimarfinanceirocace@gmail.com",-3.7321084,-38.5008205,"AVENIDA DOM LUÍS - LADO ÍMPAR, MEIRELES, FORTALEZA, CE, Brasil"
4188811000119,CENTRO DE LASER E DIAGNOSE OCULAR - CLDO LTDA.,CENTRO DE LASER E DIAGN OCULAR-CLDO LTDA,R,,1373,ALDEOTA,FORTALEZA,CE,"8532011000, 8599605-6728","administracaocldo@cldo.com.br, administracaocldo@cldo.com.br",-3.73349571201256,-38.5131203619019,"R, ALDEOTA, FORTALEZA, CE, Brasil"
4293419000130,G. M. DE SANTANA FERREIRA,G M DE SANTANA FERREIRA ME,RUA PADRE CÍCERO - ATÉ 867/868,,Nº 1015,CENTRO,JUAZEIRO DO NORTE,CE,"8898015702, 8888860114, 8835873024, 883512-1221","clinicagmdesantana@yahoo.com.br, DRAGEOVANIA@GMAIL.COM",-3.78332,-38.5889,"RUA PADRE CÍCERO - ATÉ 867/868, CENTRO, JUAZEIRO DO NORTE, CE, Brasil"
4302931353,MARIA JOSENE VITORINO DANTAS,MARIA JOSENE VITORINO DANTAS,AV,,"N.1200, SALA 507",MEIRELES,FORTALEZA,CE,"8532467879, 8532676262","val.uchoa@outlook.com, josenecardio@hotmail.com",-3.7321084,-38.5008205,"AV, MEIRELES, FORTALEZA, CE, Brasil"
4316017000375,L N MEDICAMENTOS LTDA,LABCLINICA SÃO LUIS, RUA SABINO ROBERTO DE FREITAS Nº 3002,,Nº 3002,CENTRO,LIMOEIRO DO NORTE,CE,8834231287,"labsaoluis@outlook.com, labsaoluis@outlook.com",-5.14884,-38.09772," RUA SABINO ROBERTO DE FREITAS Nº 3002, CENTRO, LIMOEIRO DO NORTE, CE, Brasil"
4466300000111,CLINICA DE ESPECIALIDADES MEDICAS DE ITAPIPOCA LTDA,CEMI,R,,NR 123,ITAPIPOCA,ITAPIPOCA,CE,"88999523477, 88999410076","clinica-cemi@hotmail.com, clinica-cemi@hotmail.com",-3.5007144,-39.5794315,"R, ITAPIPOCA, ITAPIPOCA, CE, Brasil"
4505883353,RAIMUNDO GILMARIO EDUARDO BEZERRA,RAIMUNDO GILMARIO EDUARDO BEZERRA,RUA PEREIRA FILGUEIRAS - ATÉ 999/1000,,1931 S/111,CENTRO,FORTALEZA,CE,"8532249925, 8532446366","gilmario.bezerra475@gmail.com, gilmario.bezerra475@gmail.com",-3.726619,-38.518,"RUA PEREIRA FILGUEIRAS - ATÉ 999/1000, CENTRO, FORTALEZA, CE, Brasil"
4506944372,VICENTE PEDRO FILHO,VICENTE PEDRO FILHO,R,,947,ALDEOTA,FORTALEZA,CE,8532244382,janice-ns2012@hotmail.com,-3.7365714,-38.5061005,"R, ALDEOTA, FORTALEZA, CE, Brasil"
4507100330,CELIO ARAUJO BARBOSA,CELIO ARAUJO BARBOSA,R,,1931 S/108,ALDEOTA,FORTALEZA,CE,8532446055,celiobarbosa58@hotmail.com,-3.7300984,-38.5075375,"R, ALDEOTA, FORTALEZA, CE, Brasil"
4509579349,JOAO BATISTA AGUIAR RIBEIRO,JOAO BATISTA AGUIAR RIBEIRO,RUA,,,ALDEOTA,FORTALEZA,CE,8530368080,"jbaguiar2004@yahoo.com.br, waldiziabezerra@hotmail.com",-3.7383874,-38.5102276,"RUA, ALDEOTA, FORTALEZA, CE, Brasil"
4512561315,LUIZ SOARES SILVA,LUIZ SOARES SILVA,AV,,429,CENTRO,JUAZEIRO DO NORTE,CE,"8835126020, 8835126021","dr.luiz.soares@bol.com.br, dr.luiz.soares@bol.com.br",-7.2021687,-39.3185517,"AV, CENTRO, JUAZEIRO DO NORTE, CE, Brasil"
4530853349,MARIA FRANCISCA BEZERRA MARTINS,MARIA FRANCISCA BEZERRA MARTINS,AV,,1740,ALDEOTA,FORTALEZA,CE,"8532243569, 8532611154, 8532341244, 8532243569","mfgineco@gmail.com, mfgineco@gmail.com",-3.7352524,-38.5013005,"AV, ALDEOTA, FORTALEZA, CE, Brasil"
4646367000138,LABORATORIO DE ANALISES CLINICAS SAO LUCAS LTDA,LABORATORIO SAO LUCAS,AV,,NR 358,J BONIFACIO,FORTALEZA,CE,8532265923,"alexandre.veras@evandropessoa.com.br, edilane.silva@evandropessoa.com.br",-3.7401283,-38.5251002,"AV, J BONIFACIO, FORTALEZA, CE, Brasil"
4844523000175,"OMNIMAGEM MILLENIUM DIAGNOSTICOS POR IMAGENS , TRACADOS E TERAPIA LTDA",OMNIMAGEM,AVENIDA TRISTÃO GONÇALVES - DE 1312 AO FIM - LADO PAR,,Nº 1349,BENFICA,FORTALEZA,CE,8534555555,"faturamento@omnimagem.com.br, faturamento@omnimagem.com.br",-3.734879,-38.53564,"AVENIDA TRISTÃO GONÇALVES - DE 1312 AO FIM - LADO PAR, BENFICA, FORTALEZA, CE, Brasil"
4844523000256,"OMNIMAGEM MILLENIUM DIAGNOSTICOS POR IMAGENS , TRACADOS E TERAPIA LTDA",OMNIMAGEM MILLENIUM,AV BEZERRA DE MENEZES - DE 2182 AO FIM - LADO PAR,,1811,PRES KENNEDY,FORTALEZA,CE,8534333412,"faturamento@omnimagem.com.br, faturamento@omnimagem.com.br",-3.735399,-38.56407,"AV BEZERRA DE MENEZES - DE 2182 AO FIM - LADO PAR, PRES KENNEDY, FORTALEZA, CE, Brasil"
4874358349,MARIA DO LIVRAMENTO LEITAO VILAR,MARIA DO LIVRAMENTO LEITAO VILAR,AVENIDA DOM LUÍS - LADO PAR,,NÚMERO 1200 SALA 1708,ALDEOTA,FORTALEZA,CE,"8540112962, 85996191637","admclinica2023@gmail.com, admclinica2023@gmail.com ",-3.7338554,-38.4954515,"AVENIDA DOM LUÍS - LADO PAR, ALDEOTA, FORTALEZA, CE, Brasil"
4925696300,JOSE MARIA BONFIM DE MORAIS,JOSE MARIA BONFIM DE MORAIS,RUA REPÚBLICA DO LÍBANO - ATÉ 1199/1200,,625,MEIRELES,FORTALEZA,CE,"8532422239, 8532424929","jsmbonfim@outlook.com, jsmbonfim@outlook.com",,,"RUA REPÚBLICA DO LÍBANO - ATÉ 1199/1200, MEIRELES, FORTALEZA, CE, Brasil"
4931278000133,HARMONY CARDIODIAGNOSE SERVICOS CARDIOLOGICOS LTDA,HARMONY CARDIODIAGNOSE,AVENIDA DOM LUÍS - LADO ÍMPAR,,"Nº 1233, 1º PAVIMENTO",MEIRELES,FORTALEZA,CE,"8531058181, 8531058181","financeiro@harmonycardiodiagnose.com.br, faturamento@harmonycardiodiagnose.com.br",-3.73566,-38.48977,"AVENIDA DOM LUÍS - LADO ÍMPAR, MEIRELES, FORTALEZA, CE, Brasil"
5030436000147,OLIVEIRA E MONTEIRO LTDA,VIA SAUDE CLINICA DE MEDICINA E ESTETICA,R JOAQUIM NABUCO - DE 1981/1982 A 3089/3090,,Nº 2672 SALA 01 A 09,D TORRES,FORTALEZA,CE,"8532640016, 8532241569, 85985285848","clinicaviasaudeom@hotmail.com, clinicaviasaudeom@hotmail.com",-3.749445,-38.50581,"R JOAQUIM NABUCO - DE 1981/1982 A 3089/3090, D TORRES, FORTALEZA, CE, Brasil"
5081277851,LIANE ISENSEE SABOYA DE SOUSA,LIANE ISENSEE SABOYA DE SOUSA,RUA GONÇALVES LEDO - DE 37/38 A 1699/1700,,Nº 777 - SALA 805 ,CENTRO,FORTALEZA,CE,853224-1646,"lianeiss@gmail.com, lianeiss@gmail.com",,,"RUA GONÇALVES LEDO - DE 37/38 A 1699/1700, CENTRO, FORTALEZA, CE, Brasil"
5092558000168,CTI - CENTRO DE TERAPIAS INTEGRADAS LTDA,CTI - CENTRO DE TERAPIAS INTEGRADAS,RUA JÚLIO LIMA ,,N° 675,CIDADE DOS FUNCIONÁRIOS,FORTALEZA,CE,8532798595,"clinicacti@yahoo.com.br, clinicacti@yahoo.com.br",-3.79561216445041,-38.4992801455078,"RUA JÚLIO LIMA , CIDADE DOS FUNCIONÁRIOS, FORTALEZA, CE, Brasil"
5107970320,RAIMUNDO NONATO SAMPAIO,RAIMUNDO NONATO SAMPAIO,AV,,1331,FATIMA,FORTALEZA,CE,"8530527676, 8532732122","dr.nonato@uol.com.br, leidesoaresacc@hotmail.com",-3.7497175,-38.5288267,"AV, FATIMA, FORTALEZA, CE, Brasil"
5162947334,FRANCISCO JOSE NUNES CANDIDO,FRANCISCO JOSE NUNES CANDIDO,RUA CORONEL LINHARES - ATÉ 759/760,,Nº 950 SALA 207,MEIRELES,FORTALEZA,CE,"8532611752, 8532617557","clinicadrfranzecandido@hotmail.com, clinicadrfranzecandido@hotmail.com",-3.7389929,-38.4949565,"RUA CORONEL LINHARES - ATÉ 759/760, MEIRELES, FORTALEZA, CE, Brasil"
5241298000145,CLINEEC CLINICA DE NEFROLOGIA E ESPECIALIDADES CLINICAS LTDA,CLINEEC-CLINICA DE NEFROLOGIA E ESPECIALIDADES CLINICAS,R NOGUEIRA ACIOLI - ATÉ 1678/1679,,1053,CENTRO,FORTALEZA,CE,"8532447039, 8532324122","lillian_360@hotmail.com , clineec13@hotmail.com",-3.730845,-38.51722,"R NOGUEIRA ACIOLI - ATÉ 1678/1679, CENTRO, FORTALEZA, CE, Brasil"
5294519000143,MEDICAR - MEDICINA INTENSIVA E CARDIOLOGIA LTDA,MEDICAR MEDICINA INTENSIVA E CARDIOLOGIA LTDA,RUA ARAKEN SILVA ,,243,DIONISIO TORRES,FORTALEZA,CE,"8534446444, 85987113342, 85986232341","contas.medicas@clinicamedicar.com.br, contas.medicas@clinicamedicar.com.br",-3.750439,-38.49935,"RUA ARAKEN SILVA , DIONISIO TORRES, FORTALEZA, CE, Brasil"
5295238334,EDMILSON ALBUQUERQUE GOUVEIA,EDMILSON ALBUQUERQUE GOUVEIA,AV,,696,CENTRO,JUAZEIRO DO NORTE,CE,8835115297,"edgou5297@gmail.com, edgou5297@gmail.com",-7.2021687,-39.3185517,"AV, CENTRO, JUAZEIRO DO NORTE, CE, Brasil"
5308028000104,LABORATORIO CLINICO SAMUEL PESSOA LTDA,LAB CLIN SAMUEL PESSOA LTDA,RUA TENENTE BENÉVOLO - DE 891/892 AO FIM,,Nº 1588,MEIRELES,FORTALEZA,CE,"8532618820, 85996298542","labsamuelpessoa@labspessoa.com.br , contasmedicas@labspessoa.com.br",-3.741988,-38.4975235,"RUA TENENTE BENÉVOLO - DE 891/892 AO FIM, MEIRELES, FORTALEZA, CE, Brasil"
5312129000159,CENTRO UROLOGICO OLAVO RODRIGUES S/S LTDA,CENTRO UROLOGICO OLAVO RODRIGUES S/S LTDA,R,,110,FATIMA,FORTALEZA,CE,"8532266728, 8532260385, 8532266378","centrourologicoolavorodrigues@gmail.com, assefcontabilidade@hotmail.com",-3.7451185,-38.5246247,"R, FATIMA, FORTALEZA, CE, Brasil"
5317456789,VALERIA CORRICA DE FREITAS DA CUNHA,VALERIA CORRICA DE FREITAS DA CUNHA,RUA PADRE JANUÁRIO CAMPOS ,,N° 344,PARQUE MANIBURA,FORTALEZA,CE,"85997308370, 85999690648","vcfisio.fisioterapia@gmail.com, vcfisio.fisioterapia@gmail.com",-3.79507,-38.48944,"RUA PADRE JANUÁRIO CAMPOS , PARQUE MANIBURA, FORTALEZA, CE, Brasil"
5319719000103,CT SAUDE LTDA,CT SAUDE,RUA PEDRO FIRMEZA ,,Nº 906,CIDADE DOS FUNCIONÁRIOS,FORTALEZA,CE,"8530855080 , 8530855081","clinicactsaude@gmail.com, clinicactsaude@gmail.com",-3.798082,-38.48883,"RUA PEDRO FIRMEZA , CIDADE DOS FUNCIONÁRIOS, FORTALEZA, CE, Brasil"
5329242000147,CLINICA SANTO EUGENIO LTDA,CENTISER,RUA CARLOS VASCONCELOS - DE 2101/2102 AO FIM,,Nº 2552,JOAQUIM TÁVORA,FORTALEZA,CE,"85999823721, 8532469627","atendimento@centiser.com.br, sibele2@centiser.com.br",-3.7441,-38.51451,"RUA CARLOS VASCONCELOS - DE 2101/2102 AO FIM, JOAQUIM TÁVORA, FORTALEZA, CE, Brasil"
5331665000100,INSTITUTO DE ANALISES CLINICAS PESQUISAS DO CEARA LTDA,CENTRO DE DIAGNOSTICO,R,,NR 712,CENTRO,CRATO,CE,"88997111164, 8835212947","iacpc@hotmail.com, iacpc@hotmail.com",-7.2318674,-39.4113354,"R, CENTRO, CRATO, CE, Brasil"
5418976320,AIRTON QUINTINO FARIAS,AIRTON QUINTINO FARIAS,RUA ANTÔNIO AUGUSTO - ATÉ 909/910,,1271 - SALA 601,MEIRELES,FORTALEZA,CE,"85981774344, 8532544344","consultoriodrairtonquintino@gmail.com, aqfarias@hotmail.com",-3.7338404,-38.5145731,"RUA ANTÔNIO AUGUSTO - ATÉ 909/910, MEIRELES, FORTALEZA, CE, Brasil"
5492190000125,PROCARDIO LTDA - ME,PROCARDIO LTDA - ME,AVENIDA PONTES VIEIRA - DE 1552 AO FIM - LADO PAR,,"Nº 2340, SALA 417 - UNO | MEDICAL & OFFICE",DIONISIO TORRES,FORTALEZA,CE,85982007373,"clinicaprocardio@outlook.com, clinicaprocardio@outlook.com",-3.7513,-38.500503,"AVENIDA PONTES VIEIRA - DE 1552 AO FIM - LADO PAR, DIONISIO TORRES, FORTALEZA, CE, Brasil"
5613575000101,CTO CENTRO TRAUMATO ORTOPEDICO S/S LTDA,CTO CENTRO TRAUMATO ORTOPEDICO LTDA,AV,,1539,ALDEOTA,FORTALEZA,CE,8532614999,"cto_1539@hotmail.com, cto_1539@hotmail.com",-3.7355189,-38.5092831,"AV, ALDEOTA, FORTALEZA, CE, Brasil"
5621131000100,CLINICA E LABORATORIO JUSTO CAVALCANTE LTDA - ME,CENTRO MEDICO CORY,RUA RODOLFO TEÓFILO ,,91,CENTRO,CRATO,CE,8835212411,"faturamento.centromedicocory@gmail.com, admcentromedicocory@gmail.com",-7.23656,-39.41282,"RUA RODOLFO TEÓFILO , CENTRO, CRATO, CE, Brasil"
5769132353,ALFREDO LIMA NETO,ALFREDO LIMA NETO,R,,250,FATIMA,FORTALEZA,CE,8532571261,"ALFREDOLIMANETO@HOTMAIL.COM, elianelopes33@hotmail.com",-3.7524693,-38.529657,"R, FATIMA, FORTALEZA, CE, Brasil"
5777429300,WASHINGTON NUNES BARATTA MONTEIRO,WASHINGTON NUNES BARATTA MONTEIRO,R,,1508 S/06,PRAIA DE IRACEMA,FORTALEZA,CE,"8532533032, 008532619247, 8532268379","wnunesbarattamonteiro@yahoo.com.br, wnunesbarattamonteiro@yahoo.com.br",-3.7223223,-38.5120976,"R, PRAIA DE IRACEMA, FORTALEZA, CE, Brasil"
6034150000100,CLINICA DE OLHOS DR. ALDEMIR CARNEIRO LTDA,CLINICA DE OLHOS DR ALDEMIR CARNEIRO LTDA,AVENIDA 13 DE MAIO - DE 1992 AO FIM - LADO PAR,,"N° 2394, COMPL. A",BENFICA,FORTALEZA,CE,8532813393,"clinicaaldemircarneiro@gmail.com, vanessacarneiro@gmail.com",-3.7411174,-38.5390148,"AVENIDA 13 DE MAIO - DE 1992 AO FIM - LADO PAR, BENFICA, FORTALEZA, CE, Brasil"
6154638353,JAIME FERREIRA SALES FILHO,JAIME FERREIRA SALES FILHO,R,,2691,J.TAVORA,FORTALEZA,CE,"8530210118, 8532462658, 8532462658","jaimesales81@gmail.com, jaimesales81@gmail.com",-3.7444065,-38.5145566,"R, J.TAVORA, FORTALEZA, CE, Brasil"
6157683000171,ECOGENESIS SERVICOS MEDICOS DE IMAGENS LTDA,RADIOGENESIS POR IMAGEM,RUA ANTÔNIO AUGUSTO - ATÉ 909/910,,NR 1271/ SALAS 01 02,MEIRELES,FORTALEZA,CE,"8532545885, 8532545888, 8532545885, 8532545888","nfradiogenesis@radiogenesis.com.br, comercialrubens@radiogenesis.com.br",-3.724794,-38.5116,"RUA ANTÔNIO AUGUSTO - ATÉ 909/910, MEIRELES, FORTALEZA, CE, Brasil"
6581185000151,CLINICA SAO BERNARDO S/S LTDA,CLINICA SAO BERNARDO,RUA DR. JOSE RAMALHO,,Nº 1352,CENTRO,RUSSAS,CE,"8834111008, 8834110225","clinicarussas97@gmail.com, clinicarussas@ig.com.br",-4.93942401929756,-37.9715288407227,"RUA DR. JOSE RAMALHO, CENTRO, RUSSAS, CE, Brasil"
6736219000130,LABORATORIO LAMIC LTDA,LAMIC,RUA PADRE CÍCERO - ATÉ 867/868,,759,CENTRO,JUAZEIRO DO NORTE,CE,"8835112935, 8835115203","CONVENIO55@GMAIL.COM, convenios@laboratoriolamic.com.br",-3.78332,-38.5889,"RUA PADRE CÍCERO - ATÉ 867/868, CENTRO, JUAZEIRO DO NORTE, CE, Brasil"
6736540000114,CLINICA RADIOLOGICA SANTA ANA LTDA,CLINIMAGEM,AV,,2085,SALESIANO,JUAZEIRO DO NORTE,CE,8835122366,"convenios@clinimagemjuazeiro.com.br, compras@clinimagemjuazeiro.com.br",-7.1871311,-39.3296288,"AV, SALESIANO, JUAZEIRO DO NORTE, CE, Brasil"
6864170000109,JORGINA LYEGI DE M. PAIVA CLINICA DE FISIOTERAPIA,CLIN DE FISIOTERAPIA E REEDUCAÇÃO POSTURAL GLOBAL (JORGINA LYEGI ME),RUA PREF. DEOCLECIANO FONTENELE PACHECO,,Nº 271A,SAO FRANCISCO,VIÇOSA DO CEARÁ,CE,"88999702552, 8899702552","clinicadefisioterapiaereeducacaopostural@hotmail.com, clinicadefisioterapiaereeducacaopostural@hotmail.com",-3.5661552,-41.0918166,"RUA PREF. DEOCLECIANO FONTENELE PACHECO, SAO FRANCISCO, VIÇOSA DO CEARÁ, CE, Brasil"
6937801000164,AGUIAR NOCRATO E CIA LTDA,CLIND - CLINICA INTEGRADA DE DERMATOLOGIA,RUA VICENTE LOPES - DE 341/342 AO FIM,,Nº 924,CIDADE DOS FUNCIONÁRIOS,FORTALEZA,CE,"8532796921, 8532758144, 85986711683","clind_924@yahoo.com.br, clind_924@yahoo.com.br",-3.793959,-38.495,"RUA VICENTE LOPES - DE 341/342 AO FIM, CIDADE DOS FUNCIONÁRIOS, FORTALEZA, CE, Brasil"
6942387000181,LABORATORIO CLINICO SANTO INACIO LTDA,LABORATORIO CLINICO SANTO INACIO,RUA DA CONCEIÇÃO - DE 179/180 A 975/976,,Nº 632,CENTRO,JUAZEIRO DO NORTE,CE,8835111090,"laboratoriosantoinacio@gmail.com, atendimento@laboratoriosantoinacio.com.br",-7.2035253,-39.3165387,"RUA DA CONCEIÇÃO - DE 179/180 A 975/976, CENTRO, JUAZEIRO DO NORTE, CE, Brasil"
6964480000197,CLINICA PRO-NEFRON LTDA,CLINICA PRONEFRON LTDA,RUA JOSÉ VILAR - ATÉ 689/690,,Nº 500,MEIRELES,FORTALEZA,CE,"8532083108, 8532083100","pronefron.fatu@gmail.com, pronefro.fatu@gmail.com",-3.7369154,-38.5050355,"RUA JOSÉ VILAR - ATÉ 689/690, MEIRELES, FORTALEZA, CE, Brasil"
7038425000139,LABORATORIO CLEMENTINO FRAGA LTDA,LAB CLEMENTINO FRAGA LTDA,RUA CARLOS VASCONCELOS - DE 851/852 A 2099/2100,,Nº 947,ALDEOTA,FORTALEZA,CE,"8534667863, 8508005005757","contasmedicas1@lcf.com.br, contasmedicas8@lcf.com.br",-3.7315364,-38.5103431,"RUA CARLOS VASCONCELOS - DE 851/852 A 2099/2100, ALDEOTA, FORTALEZA, CE, Brasil"
7080265000196,CLINICA MEDICA ARIEL SCAFURI SS,CLINICA DR. ARIEL SCAFURI,R,,NR 1513,VARJOTA,FORTALEZA,CE,"85981671480 , 8532426652","gerenciaarielscafuri@gmail.com, pris_kelry@hotmail.com",-3.73386022822317,-38.4883867094787,"R, VARJOTA, FORTALEZA, CE, Brasil"
